ticker,name,sector,exchange,industry
NASDAQ:WBD,WBD,Consumer Services,NASDAQ,Cable/Satellite TV
NYSE:F,F,Consumer Durables,NYSE,Motor Vehicles
NYSE:BBAI,BBAI,Technology Services,NYSE,Packaged Software
AMEX:PSLV,PSLV,Miscellaneous,AMEX,Investment Trusts/Mutual Funds
NYSE:VALE,VALE,Non-Energy Minerals,NYSE,Steel
NYSE:ACHR,ACHR,Electronic Technology,NYSE,Aerospace & Defense
NASDAQ:NVTS,NVTS,Electronic Technology,NASDAQ,Semiconductors
NASDAQ:PARA,PARA,Consumer Services,NASDAQ,Broadcasting
NYSE:NIO,NIO,Consumer Durables,NYSE,Motor Vehicles
NASDAQ:LCID,LCID,Consumer Durables,NASDAQ,Motor Vehicles
NYSE:COUR,COUR,Technology Services,NYSE,Internet Software/Services
NYSE:SNAP,SNAP,Technology Services,NYSE,Packaged Software
NASDAQ:AGNC,AGNC,Finance,NASDAQ,Real Estate Investment Trusts
NASDAQ:RXRX,RXRX,Health Technology,NASDAQ,Biotechnology
NYSE:ITUB,ITUB,Finance,NYSE,Major Banks
AMEX:UUUU,UUUU,Non-Energy Minerals,AMEX,Other Metals/Minerals
NYSE:CX,CX,Non-Energy Minerals,NYSE,Construction Materials
NASDAQ:WULF,WULF,Technology Services,NASDAQ,Data Processing Services
AMEX:DNN,DNN,Non-Energy Minerals,AMEX,Other Metals/Minerals
NYSE:GNW,GNW,Finance,NYSE,Multi-Line Insurance
NYSE:AG,AG,Non-Energy Minerals,NYSE,Precious Metals
NYSE:SAN,SAN,Finance,NYSE,Major Banks
NYSE:AMCR,AMCR,Process Industries,NYSE,Containers/Packaging
NASDAQ:CIFR,CIFR,Technology Services,NASDAQ,Data Processing Services
NASDAQ:GRAB,GRAB,Transportation,NASDAQ,Air Freight/Couriers
NYSE:BTE,BTE,Energy Minerals,NYSE,Integrated Oil
NYSE:BBD,BBD,Finance,NYSE,Major Banks
AMEX:BTG,BTG,Non-Energy Minerals,AMEX,Precious Metals
AMEX:NGD,NGD,Non-Energy Minerals,AMEX,Precious Metals
NYSE:ADT,ADT,Commercial Services,NYSE,Miscellaneous Commercial Services
AMEX:UEC,UEC,Non-Energy Minerals,AMEX,Other Metals/Minerals
NYSE:YMM,YMM,Technology Services,NYSE,Packaged Software
NYSE:CNH,CNH,Producer Manufacturing,NYSE,Trucks/Construction/Farm Machinery
NYSE:SBSW,SBSW,Non-Energy Minerals,NYSE,Precious Metals
NYSE:FSM,FSM,Non-Energy Minerals,NYSE,Precious Metals
NASDAQ:WBA,WBA,Retail Trade,NASDAQ,Drugstore Chains
NYSE:HLN,HLN,Health Technology,NYSE,Pharmaceuticals: Major
NYSE:IAG,IAG,Non-Energy Minerals,NYSE,Precious Metals
NYSE:HBM,HBM,Non-Energy Minerals,NYSE,Other Metals/Minerals
NYSE:FLG,FLG,Finance,NYSE,Savings Banks
AMEX:EQX,EQX,Non-Energy Minerals,AMEX,Precious Metals
NYSE:SAND,SAND,Finance,NYSE,Financial Conglomerates
NASDAQ:VOD,VOD,Communications,NASDAQ,Wireless Telecommunications
NYSE:WU,WU,Finance,NYSE,Regional Banks
NYSE:HL,HL,Non-Energy Minerals,NYSE,Precious Metals
NASDAQ:EOSE,EOSE,Producer Manufacturing,NASDAQ,Electrical Products
NYSE:RITM,RITM,Finance,NYSE,Real Estate Investment Trusts
NYSE:RIG,RIG,Industrial Services,NYSE,Contract Drilling
NYSE:NOK,NOK,Electronic Technology,NYSE,Telecommunications Equipment
NYSE:UAA,UAA,Consumer Non-Durables,NYSE,Apparel/Footwear
NYSE:ABEV,ABEV,Consumer Non-Durables,NYSE,Beverages: Alcoholic
NASDAQ:IOVA,IOVA,Health Technology,NASDAQ,Biotechnology
NYSE:CDE,CDE,Non-Energy Minerals,NYSE,Precious Metals
NASDAQ:GT,GT,Consumer Durables,NASDAQ,Automotive Aftermarket
NASDAQ:AUR,AUR,Technology Services,NASDAQ,Packaged Software
NYSE:NWG,NWG,Finance,NYSE,Major Banks
NASDAQ:LX,LX,Finance,NASDAQ,Finance/Rental/Leasing
OTC:FNMA,FNMA,Finance,OTC,Finance/Rental/Leasing
NASDAQ:VLY,VLY,Finance,NASDAQ,Major Banks
NASDAQ:TIGR,TIGR,Finance,NASDAQ,Investment Banks/Brokers
NASDAQ:JBLU,JBLU,Transportation,NASDAQ,Airlines
NASDAQ:ERIC,ERIC,Electronic Technology,NASDAQ,Telecommunications Equipment
NYSE:FUBO,FUBO,Technology Services,NYSE,Internet Software/Services
NYSE:EXK,EXK,Non-Energy Minerals,NYSE,Precious Metals
NYSE:UMC,UMC,Electronic Technology,NYSE,Semiconductors
AMEX:IE,IE,Non-Energy Minerals,AMEX,Other Metals/Minerals
NYSE:NXE,NXE,Non-Energy Minerals,NYSE,Other Metals/Minerals
NYSE:ASX,ASX,Electronic Technology,NYSE,Semiconductors
NYSE:PBR.A,PBR.A,Energy Minerals,NYSE,Integrated Oil
NASDAQ:OXLC,OXLC,Miscellaneous,NASDAQ,Investment Trusts/Mutual Funds
NASDAQ:IQ,IQ,Technology Services,NASDAQ,Internet Software/Services
NASDAQ:PTON,PTON,Consumer Services,NASDAQ,Other Consumer Services
NYSE:LYG,LYG,Finance,NYSE,Major Banks
OTC:RYCEY,RYCEY,Electronic Technology,OTC,Aerospace & Defense
NASDAQ:CCCS,CCCS,Technology Services,NASDAQ,Packaged Software
NYSE:PL,PL,Technology Services,NYSE,Packaged Software
NASDAQ:GTX,GTX,Producer Manufacturing,NASDAQ,Auto Parts: OEM
NASDAQ:PTEN,PTEN,Industrial Services,NASDAQ,Contract Drilling
NYSE:PBI,PBI,Technology Services,NYSE,Packaged Software
NASDAQ:HTZ,HTZ,Finance,NASDAQ,Finance/Rental/Leasing
NASDAQ:ARRY,ARRY,Electronic Technology,NASDAQ,Semiconductors
NYSE:LUMN,LUMN,Communications,NYSE,Major Telecommunications
NYSE:AEG,AEG,Finance,NYSE,Multi-Line Insurance
NYSE:DX,DX,Finance,NYSE,Real Estate Investment Trusts
NASDAQ:ROIV,ROIV,Health Technology,NASDAQ,Pharmaceuticals: Major
NYSE:OLO,OLO,Technology Services,NYSE,Packaged Software
NASDAQ:VTRS,VTRS,Health Technology,NASDAQ,Pharmaceuticals: Major
NASDAQ:GTM,GTM,Technology Services,NASDAQ,Packaged Software
NYSE:AQN,AQN,Utilities,NYSE,Electric Utilities
NYSE:PAGS,PAGS,Commercial Services,NYSE,Miscellaneous Commercial Services
NASDAQ:OCUL,OCUL,Health Technology,NASDAQ,Pharmaceuticals: Major
NYSE:AMC,AMC,Consumer Services,NYSE,Movies/Entertainment
NYSE:GENI,GENI,Technology Services,NYSE,Internet Software/Services
NYSE:COMP,COMP,Technology Services,NYSE,Packaged Software
NASDAQ:CLOV,CLOV,Finance,NASDAQ,Life/Health Insurance
NASDAQ:IBRX,IBRX,Health Technology,NASDAQ,Pharmaceuticals: Major
NASDAQ:NEXT,NEXT,Energy Minerals,NASDAQ,Oil & Gas Production
NYSE:LXP,LXP,Finance,NYSE,Real Estate Investment Trusts
NASDAQ:ABCL,ABCL,Health Technology,NASDAQ,Biotechnology
NASDAQ:BCRX,BCRX,Health Technology,NASDAQ,Biotechnology
NASDAQ:NWL,NWL,Producer Manufacturing,NASDAQ,Industrial Machinery
NASDAQ:MLCO,MLCO,Consumer Services,NASDAQ,Hotels/Resorts/Cruise lines
NYSE:AMBP,AMBP,Process Industries,NYSE,Containers/Packaging
NYSE:GGB,GGB,Non-Energy Minerals,NYSE,Steel
NYSE:MPW,MPW,Finance,NYSE,Real Estate Investment Trusts
NYSE:WIT,WIT,Technology Services,NYSE,Information Technology Services
OTC:BAYRY,BAYRY,Health Technology,OTC,Pharmaceuticals: Major
NASDAQ:COMM,COMM,Electronic Technology,NASDAQ,Telecommunications Equipment
NYSE:DRH,DRH,Finance,NYSE,Real Estate Investment Trusts
NASDAQ:SANA,SANA,Health Technology,NASDAQ,Biotechnology
NYSE:BB,BB,Technology Services,NYSE,Packaged Software
NASDAQ:FOLD,FOLD,Health Technology,NASDAQ,Pharmaceuticals: Major
NASDAQ:GOGL,GOGL,Transportation,NASDAQ,Marine Shipping
NYSE:COTY,COTY,Consumer Non-Durables,NYSE,Household/Personal Care
NASDAQ:MQ,MQ,Commercial Services,NASDAQ,Miscellaneous Commercial Services
NASDAQ:LBTYA,LBTYA,Communications,NASDAQ,Major Telecommunications
NASDAQ:SSRM,SSRM,Non-Energy Minerals,NASDAQ,Precious Metals
NYSE:VIV,VIV,Communications,NYSE,Wireless Telecommunications
AMEX:SVM,SVM,Non-Energy Minerals,AMEX,Precious Metals
NASDAQ:EVGO,EVGO,Retail Trade,NASDAQ,Specialty Stores
NYSE:WT,WT,Miscellaneous,NYSE,Investment Trusts/Mutual Funds
NASDAQ:DLO,DLO,Technology Services,NASDAQ,Packaged Software
NASDAQ:UDMY,UDMY,Technology Services,NASDAQ,Packaged Software
NYSE:TWO,TWO,Finance,NYSE,Real Estate Investment Trusts
NASDAQ:INTR,INTR,Finance,NASDAQ,Major Banks
NASDAQ:ARDX,ARDX,Health Technology,NASDAQ,Pharmaceuticals: Major
NYSE:MFG,MFG,Finance,NYSE,Major Banks
NYSE:FSLY,FSLY,Technology Services,NYSE,Information Technology Services
NYSE:KOS,KOS,Energy Minerals,NYSE,Integrated Oil
NYSE:UA,UA,Consumer Non-Durables,NYSE,Apparel/Footwear
NYSE:TALO,TALO,Energy Minerals,NYSE,Oil & Gas Production
NYSE:EC,EC,Energy Minerals,NYSE,Integrated Oil
NYSE:UWMC,UWMC,Finance,NYSE,Finance/Rental/Leasing
NYSE:FINV,FINV,Finance,NYSE,Finance/Rental/Leasing
NYSE:HBI,HBI,Consumer Non-Durables,NYSE,Apparel/Footwear
AMEX:TGB,TGB,Non-Energy Minerals,AMEX,Other Metals/Minerals
NASDAQ:ULCC,ULCC,Transportation,NASDAQ,Airlines
NYSE:LU,LU,Finance,NYSE,Finance/Rental/Leasing
NASDAQ:ATEC,ATEC,Health Technology,NASDAQ,Medical Specialties
NYSE:EFC,EFC,Finance,NYSE,Real Estate Investment Trusts
NYSE:SUZ,SUZ,Process Industries,NYSE,Pulp & Paper
NYSE:NEA,NEA,Miscellaneous,NYSE,Investment Trusts/Mutual Funds
NYSE:SBH,SBH,Retail Trade,NYSE,Specialty Stores
NASDAQ:PSEC,PSEC,Miscellaneous,NASDAQ,Investment Trusts/Mutual Funds
AMEX:ORLA,ORLA,Non-Energy Minerals,AMEX,Precious Metals
NASDAQ:PRCH,PRCH,Finance,NASDAQ,Property/Casualty Insurance
NYSE:ALIT,ALIT,Technology Services,NYSE,Information Technology Services
NASDAQ:BGC,BGC,Finance,NASDAQ,Investment Banks/Brokers
NASDAQ:EVLV,EVLV,Electronic Technology,NASDAQ,Electronic Equipment/Instruments
NASDAQ:COGT,COGT,Health Technology,NASDAQ,Biotechnology
AMEX:VZLA,VZLA,Non-Energy Minerals,AMEX,Precious Metals
NYSE:ECVT,ECVT,Process Industries,NYSE,Chemicals: Specialty
NYSE:RES,RES,Industrial Services,NYSE,Oilfield Services/Equipment
NASDAQ:LBTYK,LBTYK,Communications,NASDAQ,Major Telecommunications
NASDAQ:AVDX,AVDX,Technology Services,NASDAQ,Packaged Software
NYSE:PMT,PMT,Finance,NYSE,Real Estate Investment Trusts
NYSE:SGHC,SGHC,Consumer Services,NYSE,Casinos/Gaming
NASDAQ:ADPT,ADPT,Health Technology,NASDAQ,Biotechnology
AMEX:CLM,CLM,Miscellaneous,AMEX,Investment Trusts/Mutual Funds
NYSE:RLX,RLX,Producer Manufacturing,NYSE,Industrial Conglomerates
NYSE:TIC,TIC,Commercial Services,NYSE,Miscellaneous Commercial Services
NYSE:FIGS,FIGS,Consumer Non-Durables,NYSE,Apparel/Footwear
NYSE:DHT,DHT,Transportation,NYSE,Marine Shipping
NASDAQ:PAYO,PAYO,Commercial Services,NASDAQ,Miscellaneous Commercial Services
NASDAQ:VIAV,VIAV,Technology Services,NASDAQ,Information Technology Services
NYSE:EBR,EBR,Utilities,NYSE,Electric Utilities
NASDAQ:UNIT,UNIT,Finance,NASDAQ,Real Estate Investment Trusts
NYSE:NAD,NAD,Miscellaneous,NYSE,Investment Trusts/Mutual Funds
NYSE:TAC,TAC,Utilities,NYSE,Electric Utilities
AMEX:NG,NG,Non-Energy Minerals,AMEX,Precious Metals
NYSE:ARCO,ARCO,Consumer Services,NYSE,Restaurants
NYSE:CLVT,CLVT,Commercial Services,NYSE,Miscellaneous Commercial Services
NASDAQ:AMPL,AMPL,Technology Services,NASDAQ,Packaged Software
NYSE:NZF,NZF,Miscellaneous,NYSE,Investment Trusts/Mutual Funds
NYSE:SCS,SCS,Producer Manufacturing,NYSE,Office Equipment/Supplies
NYSE:LEG,LEG,Consumer Durables,NYSE,Home Furnishings
NYSE:PFLT,PFLT,Miscellaneous,NYSE,Investment Trusts/Mutual Funds
NASDAQ:MNKD,MNKD,Health Technology,NASDAQ,Pharmaceuticals: Major
NASDAQ:LZ,LZ,Commercial Services,NASDAQ,Miscellaneous Commercial Services
OTC:ERIXF,ERIXF,Electronic Technology,OTC,Telecommunications Equipment
NYSE:VET,VET,Energy Minerals,NYSE,Oil & Gas Production
NYSE:RLJ,RLJ,Finance,NYSE,Real Estate Investment Trusts
NYSE:CXM,CXM,Technology Services,NYSE,Packaged Software
NYSE:ESRT,ESRT,Finance,NYSE,Real Estate Investment Trusts
NYSE:SHO,SHO,Finance,NYSE,Real Estate Investment Trusts
NYSE:BKD,BKD,Health Services,NYSE,Hospital/Nursing Management
NYSE:LION,LION,Consumer Services,NYSE,Movies/Entertainment
NASDAQ:WB,WB,Technology Services,NASDAQ,Internet Software/Services
NYSE:DNP,DNP,Miscellaneous,NYSE,Investment Trusts/Mutual Funds
OTC:BDORY,BDORY,Finance,OTC,Major Banks
NYSE:KEP,KEP,Utilities,NYSE,Electric Utilities
NASDAQ:AHCO,AHCO,Finance,NASDAQ,Finance/Rental/Leasing
NASDAQ:SABR,SABR,Technology Services,NASDAQ,Packaged Software
OTC:FMCKJ,FMCKJ,Finance,OTC,Finance/Rental/Leasing
OTC:AMCCF,AMCCF,Process Industries,OTC,Containers/Packaging
NYSE:JFR,JFR,Miscellaneous,NYSE,Investment Trusts/Mutual Funds
NYSE:SFL,SFL,Transportation,NYSE,Marine Shipping
NYSE:BHC,BHC,Health Technology,NYSE,Pharmaceuticals: Other
NYSE:JPC,JPC,Miscellaneous,NYSE,Investment Trusts/Mutual Funds
NYSE:HAFN,HAFN,Transportation,NYSE,Marine Shipping
NASDAQ:ETNB,ETNB,Health Technology,NASDAQ,Pharmaceuticals: Major
NYSE:LOMA,LOMA,Non-Energy Minerals,NYSE,Construction Materials
OTC:PROSY,PROSY,Technology Services,OTC,Packaged Software
NYSE:DSL,DSL,Miscellaneous,NYSE,Investment Trusts/Mutual Funds
NASDAQ:MOMO,MOMO,Technology Services,NASDAQ,Packaged Software
NASDAQ:HIMX,HIMX,Electronic Technology,NASDAQ,Semiconductors
NASDAQ:AUPH,AUPH,Health Technology,NASDAQ,Biotechnology
NASDAQ:PAX,PAX,Finance,NASDAQ,Investment Managers
NASDAQ:AMRX,AMRX,Health Technology,NASDAQ,Pharmaceuticals: Major
NYSE:GNL,GNL,Finance,NYSE,Real Estate Investment Trusts
NYSE:USA,USA,Miscellaneous,NYSE,Investment Trusts/Mutual Funds
NASDAQ:DVAX,DVAX,Health Technology,NASDAQ,Biotechnology
NYSE:UGP,UGP,Retail Trade,NYSE,Specialty Stores
OTC:HNDAF,HNDAF,Consumer Durables,OTC,Motor Vehicles
AMEX:ARMN,ARMN,Non-Energy Minerals,AMEX,Precious Metals
NASDAQ:RNW,RNW,Utilities,NASDAQ,Alternative Power Generation
NYSE:IHS,IHS,Industrial Services,NYSE,Engineering & Construction
NYSE:PX,PX,Finance,NYSE,Investment Managers
NYSE:LADR,LADR,Finance,NYSE,Real Estate Investment Trusts
NASDAQ:IAS,IAS,Technology Services,NASDAQ,Packaged Software
NYSE:KYN,KYN,Finance,NYSE,Investment Managers
NYSE:SID,SID,Non-Energy Minerals,NYSE,Steel
NASDAQ:NMFC,NMFC,Miscellaneous,NASDAQ,Investment Trusts/Mutual Funds
NYSE:NVG,NVG,Miscellaneous,NYSE,Investment Trusts/Mutual Funds
NASDAQ:HLMN,HLMN,Distribution Services,NASDAQ,Wholesale Distributors
NYSE:ARI,ARI,Finance,NYSE,Real Estate Investment Trusts
NASDAQ:GRFS,GRFS,Health Technology,NASDAQ,Pharmaceuticals: Major
NASDAQ:HOPE,HOPE,Finance,NASDAQ,Major Banks
NYSE:CSAN,CSAN,Utilities,NYSE,Gas Distributors
NYSE:GAB,GAB,Miscellaneous,NYSE,Investment Trusts/Mutual Funds
NASDAQ:LFST,LFST,Health Services,NASDAQ,Medical/Nursing Services
NYSE:YALA,YALA,Technology Services,NYSE,Internet Software/Services
NYSE:SVV,SVV,Retail Trade,NYSE,Specialty Stores
NYSE:PGRE,PGRE,Finance,NYSE,Real Estate Investment Trusts
NASDAQ:STGW,STGW,Commercial Services,NASDAQ,Miscellaneous Commercial Services
NYSE:NAC,NAC,Miscellaneous,NYSE,Investment Trusts/Mutual Funds
NASDAQ:LILAK,LILAK,Communications,NASDAQ,Major Telecommunications
NASDAQ:MFIC,MFIC,Finance,NASDAQ,Investment Managers
NYSE:ZGN,ZGN,Consumer Non-Durables,NYSE,Apparel/Footwear
NYSE:GBTG,GBTG,Consumer Services,NYSE,Other Consumer Services
NASDAQ:PLTK,PLTK,Technology Services,NASDAQ,Packaged Software
OTC:ANGPY,ANGPY,Non-Energy Minerals,OTC,Other Metals/Minerals
NYSE:ATUS,ATUS,Communications,NYSE,Major Telecommunications
NYSE:EXG,EXG,Miscellaneous,NYSE,Investment Trusts/Mutual Funds
NYSE:BSBR,BSBR,Finance,NYSE,Major Banks
NYSE:SSL,SSL,Process Industries,NYSE,Chemicals: Major Diversified
NYSE:BDJ,BDJ,Miscellaneous,NYSE,Investment Trusts/Mutual Funds
NASDAQ:ALVO,ALVO,Health Technology,NASDAQ,Biotechnology
NYSE:NMZ,NMZ,Miscellaneous,NYSE,Investment Trusts/Mutual Funds
NYSE:RQI,RQI,Miscellaneous,NYSE,Investment Trusts/Mutual Funds
NASDAQ:MCW,MCW,Consumer Services,NASDAQ,Other Consumer Services
NYSE:EVEX,EVEX,Electronic Technology,NYSE,Aerospace & Defense
NYSE:TUYA,TUYA,Technology Services,NYSE,Packaged Software
OTC:VWAGY,VWAGY,Consumer Durables,OTC,Motor Vehicles
NYSE:BRFS,BRFS,Consumer Non-Durables,NYSE,Food: Meat/Fish/Dairy
NASDAQ:TFSL,TFSL,Finance,NASDAQ,Savings Banks
NYSE:CIG,CIG,Utilities,NYSE,Electric Utilities
NYSE:DNB,DNB,Technology Services,NYSE,Packaged Software
NYSE:ETV,ETV,Miscellaneous,NYSE,Investment Trusts/Mutual Funds
OTC:SCGLY,SCGLY,Finance,OTC,Major Banks
OTC:MGCLY,MGCLY,Consumer Durables,OTC,Electronics/Appliances
OTC:RNECY,RNECY,Electronic Technology,OTC,Semiconductors
NYSE:CMRE,CMRE,Transportation,NYSE,Marine Shipping
NYSE:TKC,TKC,Communications,NYSE,Wireless Telecommunications
NYSE:NABL,NABL,Technology Services,NYSE,Packaged Software
NASDAQ:CVAC,CVAC,Health Technology,NASDAQ,Biotechnology
OTC:PCRHY,PCRHY,Consumer Durables,OTC,Electronics/Appliances
NYSE:KW,KW,Finance,NYSE,Real Estate Development
OTC:HXGBY,HXGBY,Electronic Technology,OTC,Electronic Equipment/Instruments
OTC:GLNCY,GLNCY,Distribution Services,OTC,Wholesale Distributors
OTC:ENLAY,ENLAY,Utilities,OTC,Electric Utilities
NYSE:NFJ,NFJ,Miscellaneous,NYSE,Investment Trusts/Mutual Funds
NASDAQ:GDRX,GDRX,Technology Services,NASDAQ,Internet Software/Services
AMEX:EVV,EVV,Miscellaneous,AMEX,Investment Trusts/Mutual Funds
NASDAQ:TBLA,TBLA,Technology Services,NASDAQ,Internet Software/Services
OTC:TGSGY,TGSGY,Technology Services,OTC,Data Processing Services
NYSE:NMR,NMR,Finance,NYSE,Investment Banks/Brokers
NYSE:ETWO,ETWO,Technology Services,NYSE,Packaged Software
NYSE:CTOS,CTOS,Finance,NYSE,Finance/Rental/Leasing
NYSE:CGAU,CGAU,Non-Energy Minerals,NYSE,Precious Metals
OTC:TSRYY,TSRYY,Consumer Non-Durables,OTC,Beverages: Alcoholic
NYSE:TEF,TEF,Communications,NYSE,Specialty Telecommunications
NYSE:YEXT,YEXT,Technology Services,NYSE,Data Processing Services
NASDAQ:CRSR,CRSR,Technology Services,NASDAQ,Packaged Software
NYSE:AIV,AIV,Finance,NYSE,Real Estate Investment Trusts
OTC:BKGFY,BKGFY,Consumer Durables,OTC,Homebuilding
OTC:GTBIF,GTBIF,Process Industries,OTC,Agricultural Commodities/Milling
OTC:MURGY,MURGY,Finance,OTC,Life/Health Insurance
OTC:BOLSY,BOLSY,Finance,OTC,Investment Managers
OTC:MRAAY,MRAAY,Electronic Technology,OTC,Electronic Production Equipment
NASDAQ:CRCT,CRCT,Distribution Services,NASDAQ,Wholesale Distributors
NYSE:ACEL,ACEL,Consumer Services,NYSE,Movies/Entertainment
NYSE:NUV,NUV,Miscellaneous,NYSE,Investment Trusts/Mutual Funds
NASDAQ:VFS,VFS,Consumer Durables,NASDAQ,Motor Vehicles
OTC:SNWGF,SNWGF,Non-Energy Minerals,OTC,Precious Metals
OTC:IMPUY,IMPUY,Non-Energy Minerals,OTC,Other Metals/Minerals
OTC:AMKBY,AMKBY,Transportation,OTC,Marine Shipping
NYSE:LPL,LPL,Electronic Technology,NYSE,Electronic Production Equipment
NASDAQ:GCMG,GCMG,Finance,NASDAQ,Investment Managers
OTC:LYSDY,LYSDY,Non-Energy Minerals,OTC,Other Metals/Minerals
NYSE:ENIC,ENIC,Utilities,NYSE,Electric Utilities
NYSE:BTZ,BTZ,Miscellaneous,NYSE,Investment Trusts/Mutual Funds
OTC:UNICY,UNICY,Consumer Non-Durables,OTC,Household/Personal Care
OTC:NABZY,NABZY,Finance,OTC,Major Banks
OTC:NGXXF,NGXXF,Non-Energy Minerals,OTC,Other Metals/Minerals
OTC:JBAXY,JBAXY,Finance,OTC,Financial Conglomerates
NYSE:BRDG,BRDG,Finance,NYSE,Investment Managers
NYSE:ICL,ICL,Process Industries,NYSE,Chemicals: Agricultural
NYSE:EFXT,EFXT,Producer Manufacturing,NYSE,Industrial Machinery
OTC:KKPNY,KKPNY,Communications,OTC,Major Telecommunications
OTC:TDHOY,TDHOY,Finance,OTC,Life/Health Insurance
OTC:FUJIY,FUJIY,Health Technology,OTC,Medical Specialties
NASDAQ:EVCM,EVCM,Technology Services,NASDAQ,Packaged Software
NASDAQ:OPK,OPK,Health Services,NASDAQ,Medical/Nursing Services
NASDAQ:LILA,LILA,Communications,NASDAQ,Major Telecommunications
OTC:DKILY,DKILY,Producer Manufacturing,OTC,Industrial Machinery
NYSE:TV,TV,Communications,NYSE,Major Telecommunications
NASDAQ:ACDC,ACDC,Industrial Services,NASDAQ,Oilfield Services/Equipment
NYSE:ELP,ELP,Utilities,NYSE,Electric Utilities
OTC:WCPRF,WCPRF,Energy Minerals,OTC,Integrated Oil
OTC:BASFY,BASFY,Process Industries,OTC,Chemicals: Specialty
OTC:ICAGY,ICAGY,Transportation,OTC,Airlines
OTC:RYCEF,RYCEF,Electronic Technology,OTC,Aerospace & Defense
NYSE:BAK,BAK,Process Industries,NYSE,Chemicals: Specialty
OTC:TTDKY,TTDKY,Electronic Technology,OTC,Electronic Components
OTC:SWGAY,SWGAY,Consumer Durables,OTC,Other Consumer Specialties
OTC:OPHLY,OPHLY,Health Technology,OTC,Pharmaceuticals: Major
OTC:CILJF,CILJF,Finance,OTC,Multi-Line Insurance
NYSE:VTEX,VTEX,Technology Services,NYSE,Information Technology Services
OTC:WDOFF,WDOFF,Non-Energy Minerals,OTC,Precious Metals
OTC:CLPBY,CLPBY,Health Technology,OTC,Medical Specialties
OTC:SVNLY,SVNLY,Finance,OTC,Major Banks
OTC:FMCKL,FMCKL,Finance,OTC,Finance/Rental/Leasing
NYSE:LUCK,LUCK,Consumer Services,NYSE,Movies/Entertainment
OTC:CKHUY,CKHUY,Retail Trade,OTC,Specialty Stores
OTC:JPXGY,JPXGY,Finance,OTC,Investment Banks/Brokers
NYSE:BXMX,BXMX,Miscellaneous,NYSE,Investment Trusts/Mutual Funds
OTC:VWDRY,VWDRY,Producer Manufacturing,OTC,Electrical Products
OTC:ALSMY,ALSMY,Producer Manufacturing,OTC,Trucks/Construction/Farm Machinery
OTC:KYOCY,KYOCY,Electronic Technology,OTC,Semiconductors
OTC:CJPRY,CJPRY,Transportation,OTC,Other Transportation
OTC:KPELY,KPELY,Utilities,OTC,Electric Utilities
NYSE:TIXT,TIXT,Technology Services,NYSE,Information Technology Services
OTC:PALAF,PALAF,Non-Energy Minerals,OTC,Other Metals/Minerals
OTC:YAHOY,YAHOY,Technology Services,OTC,Internet Software/Services
OTC:TYEKF,TYEKF,Non-Energy Minerals,OTC,Steel
OTC:NJDCY,NJDCY,Producer Manufacturing,OTC,Electrical Products
OTC:TCCPY,TCCPY,Commercial Services,OTC,Personnel Services
OTC:CRARY,CRARY,Finance,OTC,Regional Banks
OTC:FNMAT,FNMAT,Finance,OTC,Finance/Rental/Leasing
NYSE:SHCO,SHCO,Commercial Services,NYSE,Miscellaneous Commercial Services
OTC:VWAPY,VWAPY,Consumer Durables,OTC,Motor Vehicles
OTC:DSFIY,DSFIY,Process Industries,OTC,Chemicals: Specialty
OTC:NPNYY,NPNYY,Transportation,OTC,Marine Shipping
OTC:CAIXY,CAIXY,Finance,OTC,Regional Banks
OTC:SGIOY,SGIOY,Health Technology,OTC,Pharmaceuticals: Major
OTC:SINGY,SINGY,Transportation,OTC,Airlines
OTC:ALPMY,ALPMY,Health Technology,OTC,Pharmaceuticals: Major
OTC:BVNRY,BVNRY,Health Technology,OTC,Pharmaceuticals: Major
OTC:AYASF,AYASF,Non-Energy Minerals,OTC,Precious Metals
OTC:FUJHY,FUJHY,Consumer Durables,OTC,Motor Vehicles
OTC:BABWF,BABWF,Transportation,OTC,Airlines
OTC:POAHY,POAHY,Consumer Durables,OTC,Motor Vehicles
OTC:SOMLY,SOMLY,Commercial Services,OTC,Miscellaneous Commercial Services
OTC:NSANY,NSANY,Consumer Durables,OTC,Motor Vehicles
OTC:NPSCY,NPSCY,Non-Energy Minerals,OTC,Steel
OTC:CLPHY,CLPHY,Utilities,OTC,Electric Utilities
OTC:ORKLY,ORKLY,Consumer Non-Durables,OTC,Food: Specialty/Candy
OTC:RNLSY,RNLSY,Consumer Durables,OTC,Motor Vehicles
OTC:MAKSY,MAKSY,Retail Trade,OTC,Department Stores
OTC:KNTNF,KNTNF,Non-Energy Minerals,OTC,Precious Metals
OTC:SECYF,SECYF,Industrial Services,OTC,Environmental Services
NYSE:ET/PI,ET/PI,Industrial Services,NYSE,Oil & Gas Pipelines
OTC:DRPRY,DRPRY,Consumer Durables,OTC,Motor Vehicles
OTC:TKAMY,TKAMY,Non-Energy Minerals,OTC,Steel
OTC:SUHJY,SUHJY,Finance,OTC,Real Estate Development
OTC:TAOFF,TAOFF,Non-Energy Minerals,OTC,Precious Metals
OTC:QUCOF,QUCOF,Finance,OTC,Multi-Line Insurance
OTC:SOUHY,SOUHY,Non-Energy Minerals,OTC,Other Metals/Minerals
NASDAQ:EVO,EVO,Health Technology,NASDAQ,Pharmaceuticals: Major
OTC:ATDRY,ATDRY,Technology Services,OTC,Internet Software/Services
