name
AIHS
OPEN
IREN
SOFI
INTC
M
SU
LYFT
BTBD
VZ
AAL
RIVN
TOST
SOUN
MARA
SNAP
KDP
SINT
T
PFE
KHC
JOBY
NU
HUT
IPDN
MLYS
QBTS
F
CMCSA
CIFR
RGTI
RIOT
B
WBD
EXC
FTI
ZIMV
KGC
LCID
HPE
CCL
NCLH
RF
OSCR
KEY
WULF
CSX
BKR
SLB
BEAM
HBAN
AG
GLXY
U
APLD
CDE
HAL
ALTS
GAP
RKT
PAAS
GME
BTG
CLSK
HL
UEC
DVN
S
BBWI
EOSE
QUBT
TGTX
ONDS
COLB
QXO
ZETA
LCFY
KVUE
BBAI
RZLV
AAOI
HPQ
ET
DNN
PINS
KMI
PR
CNQ
NNE
AA
AMCR
ACHR
AGI
APA
SOC
EQX
WVE
SWIN
ENB
NGD
AEO
EXK
FRO
GEG
IAG
CPNG
TFC
ARWR
SPHR
FSM
GENI
LUV
AI
QS
ALKS
HWH
CVE
FNB
GPK
HRL
CHWY
CAG
RUN
UUUU
STLA
JBLU
FHN
PLUG
EPD
PATH
JHX
CNP
LPTH
PCG
BTBT
VSAT
CLF
COMM
PGY
GRAB
KSS
AEI
RR
LQDA
AR
OVV
AUR
NTLA
FITB
HBM
TMC
OPAD
MTCH
ROIV
LKQ
PSKY
MGM
CADE
FYBR
VFC
BWA
ELAN
PGEN
PAYS
ASAN
CFLT
HIVE
PPL
CXM
MOS
SSRM
ADT
RXRX
RIG
BMRA
SPRY
RPRX
PBF
BAX
PTON
CNH
DB
CTRA
BEN
URG
BTDR
GEN
SEDG
PD
MNKD
ARCC
RRC
ADMA
EXEL
SAND
ASPI
ETHZ
NVTS
BF.B
FE
ARLO
STTK
IDYA
NI
CZR
AS
DK
BTE
PRMB
FUN
FUBO
SRRK
SIRI
USAR
EGO
NOV
JBS
OWL
GT
GFS
SHLS
NE
CWAN
CORZ
WU
SLM
SERV
BAOS
MUX
CRGY
UAA
SFD
APG
IPG
MUR
TU
WTRG
XP
SVM
SPNT
ZIM
FL
BITF
ASM
NWSA
AVTR
OR
NXE
MGNI
DAR
MTSR
CRMD
IVZ
OI
AES
PPTA
UBS
SMMT
BRZE
ACMR
CHYM
KD
HLF
UUU
WEN
BASE
BTU
CPRX
INFA
VRNT
CMBT
MGA
UPWK
COGT
PL
CGNX
TGNA
OBDC
TRMD
YETI
SLDP
LNC
NWL
SAIL
AMPX
DOCN
PAA
LUMN
NVAX
CGC
VTRS
ARRY
AM
HOG
CDNA
ULCC
YOU
GSAT
BUR
JEM
WWW
GLNG
APLS
FFAI
CVI
LUNR
CRBG
AMKR
MGY
MBLY
UPXI
HRMY
CTLP
MAG
DBX
VLY
AEVA
VSTM
OCUL
TPH
COMP
AROC
UA
BCE
METC
SGHC
ONB
PRCH
SNDX
OTEX
AIRO
HP
RELY
TDOC
APAD
VG
STNE
NUVB
GRRR
SBLK
SEE
WES
TIXT
CLDX
PENN
SGRY
ATYR
AEHR
CNK
ARMK
HNST
BCRX
ENVX
PMI
GROY
REZI
TXG
RCAT
DNLI
NCNO
EYE
CRML
JHG
SPNS
ACI
ALLY
CARG
SM
AVDL
RNG
VSCO
MQ
AMC
IMVT
FTRE
STOK
ARMN
NWS
TSSI
UP
KNSA
FLG
ACAD
CNX
COTY
ATAI
SBH
PTEN
ARDX
OUST
LTH
FBP
ALIT
LBRT
PLAY
IBRX
DYN
QURE
IPCX
LENZ
FLNG
AHL
TDUP
IOVA
REAL
PAGS
RDW
VBTX
UWMC
SPR
HTZ
EWTX
KVYO
SARO
LPG
NAMS
PARR
LEVI
BXSL
QMMM
VTLE
WSC
VRDN
AUPH
BWLP
PWP
SG
CRK
SGML
CWK
BOX
NVST
HESM
AUB
HBI
OPCH
PTLO
TGB
TVTX
HE
CECO
UGI
DNA
MAT
DRS
AMPL
BKSY
DAN
BBT
IAC
GNW
HAYW
WYFI
NOG
ALHC
ADPT
LTBR
DV
MFC
SEI
MRX
IMAX
SONO
IRDM
REYN
FOLD
NG
AESI
ACHV
NEO
COCO
TFPM
RIGL
PAGP
AMLX
XRAY
DLO
PCT
ESPR
WMG
SA
NKTR
CSIQ
HUN
FSK
ATMU
GO
RCUS
CC
TALO
XENE
AXTA
KAR
MIR
PAY
ORI
NRGV
HAFN
AXL
NB
KLG
WOOF
VNT
DDD
VNME
TENB
GTES
MTG
SCS
SRAD
GRPN
GNTX
TRS
CPRI
YORK
WRBY
BANC
ARX
TEN
PINC
PRA
SMPL
OLN
TNDM
LBTYA
BTCS
OGN
SDRL
GCT
UMAC
GPRE
RITM/PC
NAKA
WT
BTAI
VIR
ENOV
BEPC
KYIV
CCCS
RXO
FMFC
TIC
PBI
NMRK
CGON
GAU
GBDC
UPB
BRSL
NN
CPS
AQN
QDEL
GTX
BB
VZLA
FIVN
DHT
THAR
FLYW
FRSH
POR
LAC
INDV
AUGO
SNDL
RSI
INO
TRIP
ABAT
ABCL
FULT
ARIS
PRME
