ticker,name,sector,exchange,industry
NYSE:WCC,WCC,Distribution Services,NYSE,Wholesale Distributors
NYSE:KBH,KBH,Consumer Durables,NYSE,Homebuilding
NASDAQ:LBRDK,LBRDK,Communications,NASDAQ,Wireless Telecommunications
NASDAQ:COLB,COLB,Finance,NASDAQ,Regional Banks
NYSE:FUN,FUN,Consumer Services,NYSE,Movies/Entertainment
NASDAQ:SITM,SITM,Electronic Technology,NASDAQ,Semiconductors
NASDAQ:FTAI,FTAI,Electronic Technology,NASDAQ,Aerospace & Defense
NASDAQ:MRCY,MRCY,Electronic Technology,NASDAQ,Aerospace & Defense
NYSE:IVZ,IVZ,Finance,NYSE,Investment Managers
NASDAQ:CGNX,CGNX,Electronic Technology,NASDAQ,Electronic Equipment/Instruments
NASDAQ:JKHY,JKHY,Technology Services,NASDAQ,Packaged Software
NASDAQ:GT,GT,Consumer Durables,NASDAQ,Automotive Aftermarket
NYSE:MKC,MKC,Consumer Non-Durables,NYSE,Food: Specialty/Candy
NYSE:MSGS,MSGS,Consumer Services,NYSE,Movies/Entertainment
NYSE:GMED,GMED,Health Technology,NYSE,Medical Specialties
NYSE:ZBH,ZBH,Health Technology,NYSE,Medical Specialties
NASDAQ:LIF,LIF,Technology Services,NASDAQ,Packaged Software
NYSE:IEX,IEX,Producer Manufacturing,NYSE,Industrial Machinery
NYSE:DVA,DVA,Health Services,NYSE,Medical/Nursing Services
NASDAQ:WMG,WMG,Commercial Services,NASDAQ,Commercial Printing/Forms
NYSE:CACI,CACI,Technology Services,NYSE,Information Technology Services
NYSE:AGCO,AGCO,Producer Manufacturing,NYSE,Trucks/Construction/Farm Machinery
NYSE:LH,LH,Health Services,NYSE,Medical/Nursing Services
NASDAQ:FFAI,FFAI,Consumer Durables,NASDAQ,Motor Vehicles
NYSE:BCE,BCE,Communications,NYSE,Major Telecommunications
NASDAQ:COO,COO,Health Technology,NASDAQ,Medical Specialties
NASDAQ:NVMI,NVMI,Electronic Technology,NASDAQ,Electronic Equipment/Instruments
NYSE:SKY,SKY,Consumer Durables,NYSE,Homebuilding
NYSE:AGX,AGX,Industrial Services,NYSE,Engineering & Construction
NYSE:SNV,SNV,Finance,NYSE,Regional Banks
NASDAQ:GLBE,GLBE,Retail Trade,NASDAQ,Internet Retail
NASDAQ:NUTX,NUTX,Health Services,NASDAQ,Medical/Nursing Services
NASDAQ:MIDD,MIDD,Producer Manufacturing,NASDAQ,Industrial Machinery
NASDAQ:VSEC,VSEC,Industrial Services,NASDAQ,Engineering & Construction
NASDAQ:FIVE,FIVE,Retail Trade,NASDAQ,Discount Stores
NASDAQ:VTRS,VTRS,Health Technology,NASDAQ,Pharmaceuticals: Major
NYSE:MFC,MFC,Finance,NYSE,Multi-Line Insurance
NASDAQ:VLY,VLY,Finance,NASDAQ,Major Banks
NYSE:CCK,CCK,Process Industries,NYSE,Containers/Packaging
NASDAQ:DORM,DORM,Consumer Durables,NASDAQ,Automotive Aftermarket
NYSE:J,J,Technology Services,NYSE,Data Processing Services
NYSE:VMI,VMI,Producer Manufacturing,NYSE,Metal Fabrication
NASDAQ:SLDP,SLDP,Producer Manufacturing,NASDAQ,Electrical Products
NASDAQ:TPG,TPG,Finance,NASDAQ,Investment Managers
NASDAQ:NTLA,NTLA,Health Technology,NASDAQ,Biotechnology
NYSE:TGNA,TGNA,Consumer Services,NYSE,Broadcasting
NYSE:GWRE,GWRE,Technology Services,NYSE,Information Technology Services
NYSE:SNA,SNA,Consumer Durables,NYSE,Tools & Hardware
NASDAQ:SYM,SYM,Producer Manufacturing,NASDAQ,Industrial Machinery
NASDAQ:FRPT,FRPT,Consumer Non-Durables,NASDAQ,Food: Specialty/Candy
NYSE:S,S,Technology Services,NYSE,Packaged Software
NASDAQ:XP,XP,Finance,NASDAQ,Investment Banks/Brokers
NASDAQ:SIRI,SIRI,Consumer Services,NASDAQ,Broadcasting
NASDAQ:ACAD,ACAD,Health Technology,NASDAQ,Pharmaceuticals: Major
NASDAQ:WEN,WEN,Consumer Services,NASDAQ,Restaurants
NYSE:STE,STE,Health Technology,NYSE,Medical Specialties
NYSE:HII,HII,Electronic Technology,NYSE,Aerospace & Defense
NYSE:FTI,FTI,Industrial Services,NYSE,Oilfield Services/Equipment
NYSE:PCOR,PCOR,Technology Services,NYSE,Packaged Software
NASDAQ:SSRM,SSRM,Non-Energy Minerals,NASDAQ,Precious Metals
NYSE:ACI,ACI,Retail Trade,NYSE,Food Retail
NASDAQ:GEN,GEN,Technology Services,NASDAQ,Packaged Software
NASDAQ:VNOM,VNOM,Energy Minerals,NASDAQ,Integrated Oil
NASDAQ:CHYM,CHYM,Technology Services,NASDAQ,Information Technology Services
NASDAQ:HQY,HQY,Finance,NASDAQ,Investment Managers
NASDAQ:VSAT,VSAT,Electronic Technology,NASDAQ,Telecommunications Equipment
NYSE:EVR,EVR,Finance,NYSE,Investment Banks/Brokers
NYSE:INSP,INSP,Health Technology,NYSE,Medical Specialties
NYSE:YUMC,YUMC,Consumer Services,NYSE,Restaurants
NYSE:FBIN,FBIN,Producer Manufacturing,NYSE,Building Products
NYSE:WHR,WHR,Consumer Durables,NYSE,Electronics/Appliances
NASDAQ:MGNI,MGNI,Technology Services,NASDAQ,Packaged Software
NYSE:PBF,PBF,Energy Minerals,NYSE,Oil Refining/Marketing
NYSE:SN,SN,Consumer Durables,NYSE,Electronics/Appliances
NYSE:MOD,MOD,Producer Manufacturing,NYSE,Industrial Machinery
NYSE:CM,CM,Finance,NYSE,Regional Banks
NYSE:CLH,CLH,Industrial Services,NYSE,Environmental Services
NASDAQ:SPNS,SPNS,Technology Services,NASDAQ,Packaged Software
NYSE:QSR,QSR,Consumer Services,NYSE,Restaurants
NYSE:GHC,GHC,Consumer Services,NYSE,Other Consumer Services
NYSE:SEE,SEE,Process Industries,NYSE,Containers/Packaging
NYSE:REZI,REZI,Distribution Services,NYSE,Electronics Distributors
NASDAQ:PPC,PPC,Process Industries,NASDAQ,Agricultural Commodities/Milling
NASDAQ:DBX,DBX,Technology Services,NASDAQ,Data Processing Services
NYSE:CNK,CNK,Consumer Services,NYSE,Movies/Entertainment
NYSE:ATMU,ATMU,Producer Manufacturing,NYSE,Auto Parts: OEM
NYSE:LNC,LNC,Finance,NYSE,Multi-Line Insurance
NYSE:CC,CC,Process Industries,NYSE,Chemicals: Specialty
NASDAQ:MORN,MORN,Finance,NASDAQ,Investment Managers
NYSE:ORI,ORI,Finance,NYSE,Specialty Insurance
NYSE:WU,WU,Finance,NYSE,Regional Banks
NYSE:RVTY,RVTY,Health Technology,NYSE,Medical Specialties
NYSE:SXT,SXT,Consumer Non-Durables,NYSE,Food: Specialty/Candy
NASDAQ:WINA,WINA,Retail Trade,NASDAQ,Apparel/Footwear Retail
NASDAQ:CHDN,CHDN,Consumer Services,NASDAQ,Movies/Entertainment
NASDAQ:UFG,UFG,Distribution Services,NASDAQ,Wholesale Distributors
NYSE:RY,RY,Finance,NYSE,Major Banks
NYSE:BG,BG,Process Industries,NYSE,Agricultural Commodities/Milling
NYSE:DAY,DAY,Technology Services,NYSE,Packaged Software
NYSE:LAD,LAD,Retail Trade,NYSE,Specialty Stores
NYSE:AOS,AOS,Producer Manufacturing,NYSE,Building Products
NASDAQ:PTCT,PTCT,Health Technology,NASDAQ,Pharmaceuticals: Major
NYSE:BALL,BALL,Process Industries,NYSE,Containers/Packaging
NASDAQ:ROAD,ROAD,Industrial Services,NASDAQ,Engineering & Construction
NYSE:TREX,TREX,Non-Energy Minerals,NYSE,Forest Products
NASDAQ:FLY,FLY,Electronic Technology,NASDAQ,Aerospace & Defense
NASDAQ:NDSN,NDSN,Producer Manufacturing,NASDAQ,Industrial Machinery
NYSE:LOAR,LOAR,Electronic Technology,NYSE,Aerospace & Defense
NYSE:MTH,MTH,Consumer Durables,NYSE,Homebuilding
NASDAQ:ENVX,ENVX,Producer Manufacturing,NASDAQ,Electrical Products
NASDAQ:ROOT,ROOT,Finance,NASDAQ,Insurance Brokers/Services
NYSE:WLK,WLK,Process Industries,NYSE,Chemicals: Specialty
NYSE:NYT,NYT,Consumer Services,NYSE,Publishing: Newspapers
NYSE:SU,SU,Energy Minerals,NYSE,Integrated Oil
NYSE:LCII,LCII,Producer Manufacturing,NYSE,Miscellaneous Manufacturing
NYSE:KVYO,KVYO,Technology Services,NYSE,Packaged Software
NASDAQ:STNE,STNE,Commercial Services,NASDAQ,Miscellaneous Commercial Services
NYSE:BKU,BKU,Finance,NYSE,Major Banks
NYSE:KNX,KNX,Transportation,NYSE,Trucking
NYSE:WTRG,WTRG,Utilities,NYSE,Water Utilities
NYSE:LUMN,LUMN,Communications,NYSE,Major Telecommunications
NYSE:BCC,BCC,Distribution Services,NYSE,Wholesale Distributors
NASDAQ:MANH,MANH,Technology Services,NASDAQ,Packaged Software
NASDAQ:PHLT,PHLT,Commercial Services,NASDAQ,Miscellaneous Commercial Services
NYSE:AWI,AWI,Producer Manufacturing,NYSE,Miscellaneous Manufacturing
NYSE:WES,WES,Industrial Services,NYSE,Oil & Gas Pipelines
NASDAQ:ONB,ONB,Finance,NASDAQ,Major Banks
NYSE:ALK,ALK,Transportation,NYSE,Airlines
NASDAQ:CCCS,CCCS,Technology Services,NASDAQ,Packaged Software
NASDAQ:PNFP,PNFP,Finance,NASDAQ,Regional Banks
NYSE:LTH,LTH,Consumer Services,NYSE,Other Consumer Services
NYSE:ULS,ULS,Commercial Services,NYSE,Miscellaneous Commercial Services
NYSE:EHC,EHC,Health Services,NYSE,Medical/Nursing Services
NYSE:UWMC,UWMC,Finance,NYSE,Finance/Rental/Leasing
NASDAQ:MTSI,MTSI,Electronic Technology,NASDAQ,Semiconductors
NASDAQ:SRRK,SRRK,Health Technology,NASDAQ,Biotechnology
NYSE:BKH,BKH,Utilities,NYSE,Gas Distributors
NASDAQ:ENSG,ENSG,Health Services,NASDAQ,Medical/Nursing Services
NASDAQ:LENZ,LENZ,Health Technology,NASDAQ,Pharmaceuticals: Major
NYSE:TRU,TRU,Commercial Services,NYSE,Financial Publishing/Services
NYSE:SAND,SAND,Finance,NYSE,Financial Conglomerates
NYSE:SM,SM,Energy Minerals,NYSE,Oil & Gas Production
NASDAQ:EXEL,EXEL,Health Technology,NASDAQ,Pharmaceuticals: Major
NASDAQ:CAR,CAR,Finance,NASDAQ,Finance/Rental/Leasing
NYSE:L,L,Finance,NYSE,Property/Casualty Insurance
NASDAQ:PI,PI,Electronic Technology,NASDAQ,Semiconductors
NYSE:PSN,PSN,Technology Services,NYSE,Information Technology Services
NYSE:SG,SG,Consumer Services,NYSE,Restaurants
NYSE:ACM,ACM,Industrial Services,NYSE,Engineering & Construction
NASDAQ:APPF,APPF,Technology Services,NASDAQ,Information Technology Services
NASDAQ:BRKR,BRKR,Health Technology,NASDAQ,Medical Specialties
NYSE:CWAN,CWAN,Technology Services,NYSE,Packaged Software
NASDAQ:GAMB,GAMB,Commercial Services,NASDAQ,Advertising/Marketing Services
NASDAQ:FLNC,FLNC,Producer Manufacturing,NASDAQ,Electrical Products
NYSE:SSD,SSD,Producer Manufacturing,NYSE,Building Products
NYSE:APG,APG,Industrial Services,NYSE,Engineering & Construction
NYSE:UNM,UNM,Finance,NYSE,Multi-Line Insurance
NYSE:FUBO,FUBO,Technology Services,NYSE,Internet Software/Services
NYSE:M,M,Retail Trade,NYSE,Department Stores
NASDAQ:STEP,STEP,Finance,NASDAQ,Investment Managers
NYSE:SF,SF,Finance,NYSE,Investment Managers
NYSE:CRL,CRL,Commercial Services,NYSE,Miscellaneous Commercial Services
NYSE:TAP,TAP,Consumer Non-Durables,NYSE,Beverages: Alcoholic
NYSE:YOU,YOU,Technology Services,NYSE,Packaged Software
NASDAQ:BSY,BSY,Technology Services,NASDAQ,Information Technology Services
NYSE:PNR,PNR,Producer Manufacturing,NYSE,Industrial Machinery
NASDAQ:NXST,NXST,Consumer Services,NASDAQ,Broadcasting
NASDAQ:RMBS,RMBS,Electronic Technology,NASDAQ,Semiconductors
NASDAQ:JBHT,JBHT,Transportation,NASDAQ,Trucking
NASDAQ:CVCO,CVCO,Consumer Durables,NASDAQ,Homebuilding
NASDAQ:SAIA,SAIA,Transportation,NASDAQ,Trucking
NYSE:CMA,CMA,Finance,NYSE,Major Banks
NASDAQ:FIVN,FIVN,Technology Services,NASDAQ,Packaged Software
NASDAQ:BTAI,BTAI,Health Technology,NASDAQ,Biotechnology
NYSE:OC,OC,Process Industries,NYSE,Containers/Packaging
NASDAQ:LECO,LECO,Producer Manufacturing,NASDAQ,Industrial Machinery
NYSE:WH,WH,Consumer Services,NYSE,Hotels/Resorts/Cruise lines
NYSE:JEF,JEF,Finance,NYSE,Investment Banks/Brokers
NYSE:GENI,GENI,Technology Services,NYSE,Internet Software/Services
NASDAQ:CALM,CALM,Process Industries,NASDAQ,Agricultural Commodities/Milling
NASDAQ:RGEN,RGEN,Health Technology,NASDAQ,Pharmaceuticals: Major
NYSE:SLGN,SLGN,Process Industries,NYSE,Containers/Packaging
NASDAQ:GSHD,GSHD,Finance,NASDAQ,Insurance Brokers/Services
NASDAQ:PRCT,PRCT,Health Technology,NASDAQ,Medical Specialties
NYSE:DOCN,DOCN,Technology Services,NYSE,Packaged Software
NASDAQ:NBIX,NBIX,Health Technology,NASDAQ,Biotechnology
NYSE:MUSA,MUSA,Retail Trade,NYSE,Specialty Stores
NASDAQ:PFG,PFG,Finance,NASDAQ,Investment Managers
NYSE:TTC,TTC,Producer Manufacturing,NYSE,Trucks/Construction/Farm Machinery
NYSE:CE,CE,Process Industries,NYSE,Chemicals: Specialty
NYSE:SR,SR,Utilities,NYSE,Gas Distributors
NYSE:GL,GL,Finance,NYSE,Multi-Line Insurance
NYSE:SHAK,SHAK,Consumer Services,NYSE,Restaurants
NYSE:TRP,TRP,Industrial Services,NYSE,Oil & Gas Pipelines
NYSE:RRX,RRX,Producer Manufacturing,NYSE,Electrical Products
NYSE:JBS,JBS,Consumer Non-Durables,NYSE,Food: Meat/Fish/Dairy
NYSE:RRC,RRC,Energy Minerals,NYSE,Oil & Gas Production
NYSE:EXP,EXP,Non-Energy Minerals,NYSE,Construction Materials
NYSE:OGE,OGE,Utilities,NYSE,Electric Utilities
NASDAQ:CAI,CAI,Technology Services,NASDAQ,Packaged Software
NASDAQ:RPRX,RPRX,Health Technology,NASDAQ,Pharmaceuticals: Major
NYSE:HEI,HEI,Electronic Technology,NYSE,Aerospace & Defense
NASDAQ:CRNC,CRNC,Technology Services,NASDAQ,Packaged Software
NASDAQ:FRSH,FRSH,Technology Services,NASDAQ,Packaged Software
NASDAQ:NWL,NWL,Producer Manufacturing,NASDAQ,Industrial Machinery
NYSE:TGLS,TGLS,Producer Manufacturing,NYSE,Building Products
NASDAQ:TECH,TECH,Health Technology,NASDAQ,Biotechnology
NASDAQ:ALHC,ALHC,Health Services,NASDAQ,Managed Health Care
NASDAQ:SDGR,SDGR,Technology Services,NASDAQ,Packaged Software
NASDAQ:LNTH,LNTH,Health Technology,NASDAQ,Medical Specialties
NYSE:GXO,GXO,Transportation,NYSE,Air Freight/Couriers
NYSE:ROL,ROL,Commercial Services,NYSE,Miscellaneous Commercial Services
NASDAQ:CAKE,CAKE,Consumer Services,NASDAQ,Restaurants
NYSE:IBTA,IBTA,Technology Services,NYSE,Packaged Software
NYSE:KNF,KNF,Non-Energy Minerals,NYSE,Construction Materials
NYSE:SOC,SOC,Energy Minerals,NYSE,Integrated Oil
NYSE:SCCO,SCCO,Non-Energy Minerals,NYSE,Other Metals/Minerals
NASDAQ:MYRG,MYRG,Industrial Services,NASDAQ,Engineering & Construction
NYSE:TECK,TECK,Non-Energy Minerals,NYSE,Other Metals/Minerals
NASDAQ:CVLT,CVLT,Technology Services,NASDAQ,Packaged Software
NYSE:POST,POST,Consumer Non-Durables,NYSE,Food: Specialty/Candy
NYSE:OGS,OGS,Utilities,NYSE,Gas Distributors
NYSE:PRKS,PRKS,Consumer Services,NYSE,Movies/Entertainment
NYSE:TD,TD,Finance,NYSE,Major Banks
NYSE:MKL,MKL,Finance,NYSE,Property/Casualty Insurance
NASDAQ:SHLS,SHLS,Electronic Technology,NASDAQ,Semiconductors
AMEX:ASM,ASM,Non-Energy Minerals,AMEX,Precious Metals
NASDAQ:MASI,MASI,Health Technology,NASDAQ,Medical Specialties
NYSE:FLS,FLS,Producer Manufacturing,NYSE,Industrial Machinery
NYSE:STNG,STNG,Transportation,NYSE,Marine Shipping
NYSE:SSB,SSB,Finance,NYSE,Regional Banks
NYSE:TDOC,TDOC,Health Services,NYSE,Medical/Nursing Services
NASDAQ:ACLS,ACLS,Producer Manufacturing,NASDAQ,Industrial Machinery
NYSE:AVY,AVY,Process Industries,NYSE,Pulp & Paper
NYSE:LPX,LPX,Non-Energy Minerals,NYSE,Forest Products
NASDAQ:SERV,SERV,Producer Manufacturing,NASDAQ,Industrial Machinery
NYSE:HGV,HGV,Finance,NYSE,Real Estate Development
NYSE:VAL,VAL,Industrial Services,NYSE,Contract Drilling
NYSE:BHVN,BHVN,Health Technology,NYSE,Pharmaceuticals: Major
NYSE:CVI,CVI,Energy Minerals,NYSE,Oil Refining/Marketing
NYSE:RIG,RIG,Industrial Services,NYSE,Contract Drilling
NASDAQ:SPSC,SPSC,Technology Services,NASDAQ,Packaged Software
NASDAQ:GRRR,GRRR,Technology Services,NASDAQ,Packaged Software
NASDAQ:ACHC,ACHC,Health Services,NASDAQ,Medical/Nursing Services
NASDAQ:CTLP,CTLP,Commercial Services,NASDAQ,Miscellaneous Commercial Services
NYSE:BAM,BAM,Finance,NYSE,Investment Managers
NASDAQ:CODX,CODX,Health Technology,NASDAQ,Biotechnology
NYSE:MHK,MHK,Producer Manufacturing,NYSE,Building Products
NASDAQ:ITRI,ITRI,Electronic Technology,NASDAQ,Electronic Equipment/Instruments
NASDAQ:SMTC,SMTC,Electronic Technology,NASDAQ,Semiconductors
NYSE:MIR,MIR,Electronic Technology,NYSE,Aerospace & Defense
NYSE:QGEN,QGEN,Health Technology,NYSE,Medical Specialties
NASDAQ:MBLY,MBLY,Technology Services,NASDAQ,Packaged Software
NYSE:BXSL,BXSL,Miscellaneous,NYSE,Investment Trusts/Mutual Funds
NYSE:FAF,FAF,Finance,NYSE,Specialty Insurance
NYSE:BNS,BNS,Finance,NYSE,Major Banks
NASDAQ:TSSI,TSSI,Technology Services,NASDAQ,Information Technology Services
NYSE:AMPX,AMPX,Producer Manufacturing,NYSE,Electrical Products
NASDAQ:AXSM,AXSM,Health Technology,NASDAQ,Biotechnology
NYSE:RAL,RAL,Electronic Technology,NYSE,Electronic Equipment/Instruments
NYSE:TDS,TDS,Communications,NYSE,Wireless Telecommunications
NASDAQ:FWONK,FWONK,Technology Services,NASDAQ,Internet Software/Services
NYSE:ADT,ADT,Commercial Services,NYSE,Miscellaneous Commercial Services
NASDAQ:VERA,VERA,Health Technology,NASDAQ,Biotechnology
NYSE:WBS,WBS,Finance,NYSE,Savings Banks
NYSE:PEN,PEN,Health Technology,NYSE,Medical Specialties
NASDAQ:WAY,WAY,Technology Services,NASDAQ,Packaged Software
NASDAQ:NKTR,NKTR,Health Technology,NASDAQ,Pharmaceuticals: Major
NASDAQ:CGC,CGC,Process Industries,NASDAQ,Agricultural Commodities/Milling
NASDAQ:SEIC,SEIC,Finance,NASDAQ,Investment Managers
NASDAQ:INTA,INTA,Technology Services,NASDAQ,Packaged Software
NYSE:YETI,YETI,Producer Manufacturing,NYSE,Miscellaneous Manufacturing
NYSE:ALV,ALV,Producer Manufacturing,NYSE,Auto Parts: OEM
NYSE:BFAM,BFAM,Commercial Services,NYSE,Miscellaneous Commercial Services
NYSE:OSK,OSK,Consumer Durables,NYSE,Motor Vehicles
NASDAQ:PAA,PAA,Industrial Services,NASDAQ,Oil & Gas Pipelines
NYSE:HAE,HAE,Health Technology,NYSE,Medical Specialties
NASDAQ:DOX,DOX,Technology Services,NASDAQ,Information Technology Services
NASDAQ:SIGI,SIGI,Finance,NASDAQ,Property/Casualty Insurance
NASDAQ:IRTC,IRTC,Health Technology,NASDAQ,Medical Specialties
NYSE:ORA,ORA,Utilities,NYSE,Electric Utilities
NASDAQ:GTM,GTM,Technology Services,NASDAQ,Packaged Software
NYSE:WAL,WAL,Finance,NYSE,Regional Banks
NYSE:GPK,GPK,Process Industries,NYSE,Containers/Packaging
NYSE:PVH,PVH,Consumer Non-Durables,NYSE,Apparel/Footwear
NASDAQ:SANM,SANM,Electronic Technology,NASDAQ,Electronic Production Equipment
NASDAQ:TGTX,TGTX,Health Technology,NASDAQ,Pharmaceuticals: Major
NASDAQ:TTAN,TTAN,Technology Services,NASDAQ,Packaged Software
NYSE:VVX,VVX,Commercial Services,NYSE,Miscellaneous Commercial Services
NYSE:BTU,BTU,Energy Minerals,NYSE,Coal
NYSE:FNF,FNF,Finance,NYSE,Specialty Insurance
NYSE:DINO,DINO,Energy Minerals,NYSE,Oil Refining/Marketing
NYSE:SITE,SITE,Producer Manufacturing,NYSE,Trucks/Construction/Farm Machinery
NASDAQ:UMBF,UMBF,Finance,NASDAQ,Major Banks
NYSE:FSS,FSS,Consumer Durables,NYSE,Motor Vehicles
NASDAQ:POWL,POWL,Producer Manufacturing,NASDAQ,Electrical Products
NASDAQ:BTDR,BTDR,Technology Services,NASDAQ,Data Processing Services
NYSE:RBC,RBC,Producer Manufacturing,NYSE,Metal Fabrication
NASDAQ:CELC,CELC,Health Technology,NASDAQ,Medical Specialties
NASDAQ:RYTM,RYTM,Health Technology,NASDAQ,Pharmaceuticals: Major
NYSE:MTN,MTN,Consumer Services,NYSE,Hotels/Resorts/Cruise lines
NYSE:AN,AN,Retail Trade,NYSE,Specialty Stores
NYSE:CFR,CFR,Finance,NYSE,Regional Banks
NASDAQ:CRUS,CRUS,Electronic Technology,NASDAQ,Semiconductors
NYSE:TKR,TKR,Producer Manufacturing,NYSE,Industrial Machinery
NYSE:WTS,WTS,Producer Manufacturing,NYSE,Industrial Machinery
NASDAQ:ETOR,ETOR,Technology Services,NASDAQ,Packaged Software
NASDAQ:PPTA,PPTA,Non-Energy Minerals,NASDAQ,Precious Metals
NASDAQ:ASO,ASO,Retail Trade,NASDAQ,Specialty Stores
NYSE:HLI,HLI,Finance,NYSE,Investment Banks/Brokers
NASDAQ:PEGA,PEGA,Technology Services,NASDAQ,Information Technology Services
NASDAQ:CYTK,CYTK,Health Technology,NASDAQ,Pharmaceuticals: Major
NYSE:COMP,COMP,Technology Services,NYSE,Packaged Software
NYSE:GKOS,GKOS,Health Technology,NYSE,Medical Specialties
NASDAQ:IONS,IONS,Health Technology,NASDAQ,Pharmaceuticals: Major
NYSE:RPM,RPM,Process Industries,NYSE,Industrial Specialties
NYSE:TU,TU,Communications,NYSE,Wireless Telecommunications
NASDAQ:HIVE,HIVE,Technology Services,NASDAQ,Information Technology Services
NASDAQ:COKE,COKE,Consumer Non-Durables,NASDAQ,Beverages: Non-Alcoholic
NASDAQ:ISSC,ISSC,Electronic Technology,NASDAQ,Aerospace & Defense
NYSE:AYI,AYI,Producer Manufacturing,NYSE,Electrical Products
NYSE:HOG,HOG,Consumer Durables,NYSE,Motor Vehicles
NASDAQ:FOX,FOX,Consumer Services,NASDAQ,Broadcasting
NYSE:CRK,CRK,Energy Minerals,NYSE,Oil & Gas Production
NYSE:GVA,GVA,Industrial Services,NYSE,Engineering & Construction
NYSE:ZWS,ZWS,Producer Manufacturing,NYSE,Industrial Machinery
NYSE:QTWO,QTWO,Technology Services,NYSE,Information Technology Services
NASDAQ:ALKS,ALKS,Health Technology,NASDAQ,Pharmaceuticals: Major
NASDAQ:TWST,TWST,Health Technology,NASDAQ,Biotechnology
NASDAQ:GLNG,GLNG,Industrial Services,NASDAQ,Oil & Gas Pipelines
NASDAQ:HROW,HROW,Health Technology,NASDAQ,Pharmaceuticals: Major
NASDAQ:RARE,RARE,Health Technology,NASDAQ,Pharmaceuticals: Major
NASDAQ:CDTX,CDTX,Health Technology,NASDAQ,Pharmaceuticals: Other
NYSE:BTE,BTE,Energy Minerals,NYSE,Integrated Oil
NASDAQ:CRML,CRML,Non-Energy Minerals,NASDAQ,Precious Metals
NYSE:KAI,KAI,Producer Manufacturing,NYSE,Industrial Machinery
NASDAQ:VIAV,VIAV,Technology Services,NASDAQ,Information Technology Services
NYSE:RDW,RDW,Electronic Technology,NYSE,Aerospace & Defense
NASDAQ:AMKR,AMKR,Electronic Technology,NASDAQ,Semiconductors
NYSE:MLI,MLI,Producer Manufacturing,NYSE,Metal Fabrication
NASDAQ:JAZZ,JAZZ,Health Technology,NASDAQ,Pharmaceuticals: Major
NYSE:HESM,HESM,Energy Minerals,NYSE,Integrated Oil
NYSE:NXE,NXE,Non-Energy Minerals,NYSE,Other Metals/Minerals
NASDAQ:EWBC,EWBC,Finance,NASDAQ,Regional Banks
NYSE:FLG,FLG,Finance,NYSE,Savings Banks
NYSE:PAGS,PAGS,Commercial Services,NYSE,Miscellaneous Commercial Services
NYSE:ECG,ECG,Industrial Services,NYSE,Engineering & Construction
NYSE:WK,WK,Technology Services,NYSE,Information Technology Services
NYSE:BIO,BIO,Health Technology,NYSE,Medical Specialties
NYSE:HNGE,HNGE,Electronic Technology,NYSE,Electronic Equipment/Instruments
NYSE:BMI,BMI,Producer Manufacturing,NYSE,Industrial Machinery
NASDAQ:TSEM,TSEM,Electronic Technology,NASDAQ,Semiconductors
NYSE:MUR,MUR,Energy Minerals,NYSE,Oil & Gas Production
NYSE:OBDC,OBDC,Finance,NYSE,Finance/Rental/Leasing
NYSE:ASAN,ASAN,Technology Services,NYSE,Packaged Software
NYSE:WRBY,WRBY,Retail Trade,NYSE,Specialty Stores
AMEX:MTNB,MTNB,Health Technology,AMEX,Pharmaceuticals: Major
NASDAQ:FLYE,FLYE,Consumer Durables,NASDAQ,Motor Vehicles
NYSE:BOX,BOX,Technology Services,NYSE,Information Technology Services
NASDAQ:NSIT,NSIT,Technology Services,NASDAQ,Information Technology Services
NYSE:KTB,KTB,Consumer Non-Durables,NYSE,Apparel/Footwear
NYSE:CR,CR,Electronic Technology,NYSE,Aerospace & Defense
NYSE:AX,AX,Finance,NYSE,Major Banks
NASDAQ:OLED,OLED,Electronic Technology,NASDAQ,Electronic Production Equipment
NASDAQ:BEAM,BEAM,Health Technology,NASDAQ,Biotechnology
NASDAQ:TREE,TREE,Finance,NASDAQ,Finance/Rental/Leasing
NYSE:SARO,SARO,Transportation,NYSE,Other Transportation
NYSE:PII,PII,Consumer Durables,NYSE,Recreational Products
NASDAQ:MMSI,MMSI,Health Technology,NASDAQ,Medical Specialties
NASDAQ:BPOP,BPOP,Finance,NASDAQ,Regional Banks
NASDAQ:KURA,KURA,Health Technology,NASDAQ,Biotechnology
NYSE:TMHC,TMHC,Consumer Durables,NYSE,Homebuilding
NYSE:HP,HP,Industrial Services,NYSE,Contract Drilling
NYSE:WEX,WEX,Commercial Services,NYSE,Miscellaneous Commercial Services
NASDAQ:TARS,TARS,Health Technology,NASDAQ,Pharmaceuticals: Major
NYSE:BMO,BMO,Finance,NYSE,Major Banks
NASDAQ:ARQT,ARQT,Health Technology,NASDAQ,Pharmaceuticals: Major
NYSE:BYD,BYD,Consumer Services,NYSE,Casinos/Gaming
NASDAQ:CACC,CACC,Finance,NASDAQ,Finance/Rental/Leasing
NYSE:LB,LB,Commercial Services,NYSE,Miscellaneous Commercial Services
NYSE:ABG,ABG,Retail Trade,NYSE,Specialty Stores
NYSE:RHI,RHI,Commercial Services,NYSE,Personnel Services
NASDAQ:PTLO,PTLO,Consumer Services,NASDAQ,Restaurants
NYSE:JHG,JHG,Finance,NYSE,Investment Managers
NASDAQ:STOK,STOK,Health Technology,NASDAQ,Biotechnology
