ticker,name,sector,exchange,industry
NASDAQ:SMCI,SMCI,Electronic Technology,NASDAQ,Computer Processing Hardware
NASDAQ:ULTA,ULTA,Retail Trade,NASDAQ,Specialty Stores
NYSE:ELAN,ELAN,Health Technology,NYSE,Biotechnology
NYSE:CRCL,CRCL,Technology Services,NYSE,Packaged Software
NYSE:SPOT,SPOT,Technology Services,NYSE,Internet Software/Services
NYSE:NU,NU,Finance,NYSE,Regional Banks
NASDAQ:FSLR,FSLR,Electronic Technology,NASDAQ,Semiconductors
NASDAQ:KLAC,KLAC,Electronic Technology,NASDAQ,Semiconductors
NASDAQ:PANW,PANW,Technology Services,NASDAQ,Packaged Software
NASDAQ:SBET,SBET,Commercial Services,NASDAQ,Advertising/Marketing Services
NYSE:NEE,NEE,Utilities,NYSE,Electric Utilities
NASDAQ:TEM,TEM,Technology Services,NASDAQ,Packaged Software
NASDAQ:WULF,WULF,Technology Services,NASDAQ,Data Processing Services
NYSE:DE,DE,Producer Manufacturing,NYSE,Trucks/Construction/Farm Machinery
NYSE:TWLO,TWLO,Technology Services,NYSE,Packaged Software
NYSE:DHI,DHI,Consumer Durables,NYSE,Homebuilding
NASDAQ:TTD,TTD,Technology Services,NASDAQ,Packaged Software
NASDAQ:LULU,LULU,Consumer Non-Durables,NASDAQ,Apparel/Footwear
NYSE:CVNA,CVNA,Retail Trade,NYSE,Specialty Stores
NYSE:ELV,ELV,Health Services,NYSE,Managed Health Care
NASDAQ:SHOP,SHOP,Commercial Services,NASDAQ,Miscellaneous Commercial Services
NASDAQ:MELI,MELI,Retail Trade,NASDAQ,Internet Retail
NYSE:T,T,Communications,NYSE,Wireless Telecommunications
NYSE:WFC,WFC,Finance,NYSE,Major Banks
NYSE:COF,COF,Finance,NYSE,Major Banks
NASDAQ:RUN,RUN,Electronic Technology,NASDAQ,Semiconductors
NYSE:PG,PG,Consumer Non-Durables,NYSE,Household/Personal Care
NYSE:ANET,ANET,Electronic Technology,NYSE,Computer Peripherals
NYSE:PFE,PFE,Health Technology,NYSE,Pharmaceuticals: Major
NASDAQ:TMUS,TMUS,Communications,NASDAQ,Wireless Telecommunications
NYSE:BLSH,BLSH,Technology Services,NYSE,Packaged Software
NYSE:COHR,COHR,Electronic Technology,NYSE,Semiconductors
NYSE:ABT,ABT,Health Technology,NYSE,Medical Specialties
NASDAQ:PGEN,PGEN,Health Technology,NASDAQ,Biotechnology
NYSE:CI,CI,Finance,NYSE,Insurance Brokers/Services
NYSE:VST,VST,Utilities,NYSE,Electric Utilities
NASDAQ:SOUN,SOUN,Technology Services,NASDAQ,Packaged Software
NASDAQ:AAL,AAL,Transportation,NASDAQ,Airlines
NYSE:JOBY,JOBY,Electronic Technology,NYSE,Aerospace & Defense
NYSE:UPS,UPS,Transportation,NYSE,Air Freight/Couriers
NYSE:VZ,VZ,Communications,NYSE,Wireless Telecommunications
NYSE:MRK,MRK,Health Technology,NYSE,Pharmaceuticals: Major
NYSE:SCHW,SCHW,Finance,NYSE,Investment Banks/Brokers
NYSE:WM,WM,Industrial Services,NYSE,Environmental Services
NYSE:ABBV,ABBV,Health Technology,NYSE,Pharmaceuticals: Major
NASDAQ:DASH,DASH,Transportation,NASDAQ,Air Freight/Couriers
NYSE:PGR,PGR,Finance,NYSE,Multi-Line Insurance
NASDAQ:ADI,ADI,Electronic Technology,NASDAQ,Semiconductors
NASDAQ:PPSI,PPSI,Producer Manufacturing,NASDAQ,Electrical Products
NYSE:APH,APH,Electronic Technology,NYSE,Electronic Components
NASDAQ:BKNG,BKNG,Consumer Services,NASDAQ,Other Consumer Services
NASDAQ:RIVN,RIVN,Consumer Durables,NASDAQ,Motor Vehicles
NASDAQ:CORZ,CORZ,Technology Services,NASDAQ,Data Processing Services
NASDAQ:ENPH,ENPH,Electronic Technology,NASDAQ,Semiconductors
NYSE:TGT,TGT,Retail Trade,NYSE,Specialty Stores
NASDAQ:SBUX,SBUX,Consumer Services,NASDAQ,Restaurants
NASDAQ:SLNO,SLNO,Health Technology,NASDAQ,Pharmaceuticals: Major
NYSE:LEN,LEN,Consumer Durables,NYSE,Homebuilding
NASDAQ:FTNT,FTNT,Technology Services,NASDAQ,Information Technology Services
NASDAQ:XEL,XEL,Utilities,NASDAQ,Electric Utilities
NYSE:GTLS,GTLS,Producer Manufacturing,NYSE,Industrial Machinery
NASDAQ:LYFT,LYFT,Transportation,NASDAQ,Other Transportation
NASDAQ:MARA,MARA,Technology Services,NASDAQ,Data Processing Services
NYSE:MCD,MCD,Consumer Services,NYSE,Restaurants
NASDAQ:LIN,LIN,Process Industries,NASDAQ,Chemicals: Specialty
NASDAQ:REGN,REGN,Health Technology,NASDAQ,Pharmaceuticals: Major
NYSE:AXP,AXP,Finance,NYSE,Finance/Rental/Leasing
NYSE:VRT,VRT,Electronic Technology,NYSE,Electronic Production Equipment
NYSE:TDG,TDG,Electronic Technology,NYSE,Aerospace & Defense
NYSE:CMG,CMG,Consumer Services,NYSE,Restaurants
NYSE:CLS,CLS,Electronic Technology,NYSE,Electronic Components
NASDAQ:EBAY,EBAY,Retail Trade,NASDAQ,Internet Retail
NYSE:MS,MS,Finance,NYSE,Investment Managers
NYSE:TPR,TPR,Retail Trade,NYSE,Apparel/Footwear Retail
NYSE:ETN,ETN,Producer Manufacturing,NYSE,Electrical Products
NYSE:CNC,CNC,Health Services,NYSE,Managed Health Care
NYSE:LOW,LOW,Retail Trade,NYSE,Home Improvement Chains
NASDAQ:EXE,EXE,Energy Minerals,NASDAQ,Integrated Oil
NYSE:DIS,DIS,Consumer Services,NYSE,Movies/Entertainment
NASDAQ:WDAY,WDAY,Technology Services,NASDAQ,Information Technology Services
NYSE:AMCR,AMCR,Process Industries,NYSE,Containers/Packaging
AMEX:SRXH,SRXH,Health Technology,AMEX,Biotechnology
NYSE:COP,COP,Energy Minerals,NYSE,Oil & Gas Production
NASDAQ:GILD,GILD,Health Technology,NASDAQ,Biotechnology
NYSE:CVS,CVS,Retail Trade,NYSE,Drugstore Chains
NYSE:BLK,BLK,Finance,NYSE,Investment Managers
NYSE:GLOB,GLOB,Technology Services,NYSE,Information Technology Services
NYSE:MMM,MMM,Producer Manufacturing,NYSE,Industrial Conglomerates
NASDAQ:PYPL,PYPL,Commercial Services,NASDAQ,Miscellaneous Commercial Services
NYSE:LMT,LMT,Electronic Technology,NYSE,Aerospace & Defense
NASDAQ:VRTX,VRTX,Health Technology,NASDAQ,Pharmaceuticals: Major
NYSE:MSI,MSI,Electronic Technology,NYSE,Telecommunications Equipment
NYSE:HWM,HWM,Electronic Technology,NYSE,Aerospace & Defense
NASDAQ:AMGN,AMGN,Health Technology,NASDAQ,Biotechnology
NASDAQ:WBD,WBD,Consumer Services,NASDAQ,Cable/Satellite TV
NASDAQ:UAL,UAL,Transportation,NASDAQ,Airlines
NYSE:PM,PM,Consumer Non-Durables,NYSE,Tobacco
NASDAQ:CSX,CSX,Transportation,NASDAQ,Railroads
NYSE:FI,FI,Commercial Services,NYSE,Miscellaneous Commercial Services
NYSE:KEY,KEY,Finance,NYSE,Major Banks
NYSE:SHW,SHW,Process Industries,NYSE,Industrial Specialties
NYSE:TJX,TJX,Retail Trade,NYSE,Apparel/Footwear Retail
NYSE:NEM,NEM,Non-Energy Minerals,NYSE,Precious Metals
NYSE:NKE,NKE,Consumer Non-Durables,NYSE,Apparel/Footwear
NYSE:FIG,FIG,Technology Services,NYSE,Packaged Software
NYSE:BX,BX,Finance,NYSE,Investment Managers
NASDAQ:CYBR,CYBR,Technology Services,NASDAQ,Packaged Software
NASDAQ:ABNB,ABNB,Consumer Services,NASDAQ,Hotels/Resorts/Cruise lines
NASDAQ:CEG,CEG,Utilities,NASDAQ,Electric Utilities
NYSE:RTX,RTX,Electronic Technology,NYSE,Aerospace & Defense
NYSE:JCI,JCI,Producer Manufacturing,NYSE,Industrial Machinery
NASDAQ:DDOG,DDOG,Technology Services,NASDAQ,Packaged Software
NASDAQ:HON,HON,Electronic Technology,NASDAQ,Aerospace & Defense
NASDAQ:CMCSA,CMCSA,Consumer Services,NASDAQ,Cable/Satellite TV
NYSE:XYZ,XYZ,Commercial Services,NYSE,Miscellaneous Commercial Services
NYSE:RF,RF,Finance,NYSE,Major Banks
NYSE:BSX,BSX,Health Technology,NYSE,Medical Specialties
NYSE:OSCR,OSCR,Health Services,NYSE,Managed Health Care
NYSE:OXY,OXY,Energy Minerals,NYSE,Integrated Oil
NYSE:HCA,HCA,Health Services,NYSE,Hospital/Nursing Management
NYSE:HUM,HUM,Finance,NYSE,Life/Health Insurance
NASDAQ:ROST,ROST,Retail Trade,NASDAQ,Apparel/Footwear Retail
NYSE:DAL,DAL,Transportation,NYSE,Airlines
NASDAQ:DKNG,DKNG,Consumer Services,NASDAQ,Movies/Entertainment
NYSE:ONON,ONON,Consumer Non-Durables,NYSE,Apparel/Footwear
NYSE:MDT,MDT,Health Technology,NYSE,Medical Specialties
NASDAQ:SEDG,SEDG,Producer Manufacturing,NASDAQ,Electrical Products
NASDAQ:BSLK,BSLK,Finance,NASDAQ,Financial Conglomerates
NYSE:EQT,EQT,Energy Minerals,NYSE,Integrated Oil
NYSE:BMY,BMY,Health Technology,NYSE,Pharmaceuticals: Major
NASDAQ:INSM,INSM,Health Technology,NASDAQ,Pharmaceuticals: Major
NASDAQ:CDNS,CDNS,Technology Services,NASDAQ,Packaged Software
NYSE:DHR,DHR,Health Technology,NYSE,Medical Specialties
NASDAQ:RIOT,RIOT,Technology Services,NASDAQ,Information Technology Services
NYSE:PCG,PCG,Utilities,NYSE,Electric Utilities
NYSE:ZTS,ZTS,Health Technology,NYSE,Pharmaceuticals: Major
NASDAQ:CHTR,CHTR,Consumer Services,NASDAQ,Cable/Satellite TV
NYSE:SYK,SYK,Health Technology,NYSE,Medical Specialties
NASDAQ:CRDO,CRDO,Technology Services,NASDAQ,Information Technology Services
NYSE:SO,SO,Utilities,NYSE,Electric Utilities
NASDAQ:NXPI,NXPI,Electronic Technology,NASDAQ,Semiconductors
NYSE:NET,NET,Technology Services,NYSE,Information Technology Services
NYSE:BBAI,BBAI,Technology Services,NYSE,Packaged Software
NYSE:MO,MO,Consumer Non-Durables,NYSE,Tobacco
NASDAQ:TEAM,TEAM,Technology Services,NASDAQ,Packaged Software
NYSE:SPGI,SPGI,Commercial Services,NYSE,Financial Publishing/Services
NYSE:PWR,PWR,Industrial Services,NYSE,Engineering & Construction
NYSE:APO,APO,Finance,NYSE,Investment Managers
AMEX:LEU,LEU,Non-Energy Minerals,AMEX,Other Metals/Minerals
NASDAQ:CME,CME,Finance,NASDAQ,Investment Banks/Brokers
NYSE:HLT,HLT,Consumer Services,NYSE,Hotels/Resorts/Cruise lines
NYSE:HUBS,HUBS,Technology Services,NYSE,Packaged Software
NYSE:IT,IT,Technology Services,NYSE,Internet Software/Services
NASDAQ:HBAN,HBAN,Finance,NASDAQ,Major Banks
NASDAQ:MCHP,MCHP,Electronic Technology,NASDAQ,Semiconductors
NYSE:KKR,KKR,Finance,NYSE,Investment Managers
NYSE:MCK,MCK,Distribution Services,NYSE,Medical Distributors
NYSE:KGC,KGC,Non-Energy Minerals,NYSE,Precious Metals
NYSE:CCL,CCL,Consumer Services,NYSE,Hotels/Resorts/Cruise lines
NYSE:SLB,SLB,Industrial Services,NYSE,Contract Drilling
NASDAQ:WING,WING,Consumer Services,NASDAQ,Restaurants
NYSE:FERG,FERG,Distribution Services,NYSE,Wholesale Distributors
NASDAQ:LITE,LITE,Producer Manufacturing,NASDAQ,Electrical Products
NASDAQ:DUOL,DUOL,Technology Services,NASDAQ,Packaged Software
NASDAQ:GLXY,GLXY,Finance,NASDAQ,Investment Banks/Brokers
NYSE:MMC,MMC,Finance,NYSE,Insurance Brokers/Services
NYSE:ICE,ICE,Finance,NYSE,Investment Banks/Brokers
NASDAQ:ROKU,ROKU,Technology Services,NASDAQ,Packaged Software
NYSE:GDDY,GDDY,Technology Services,NYSE,Data Processing Services
NYSE:PH,PH,Electronic Technology,NYSE,Electronic Equipment/Instruments
NYSE:DUK,DUK,Utilities,NYSE,Electric Utilities
NASDAQ:AXON,AXON,Electronic Technology,NASDAQ,Aerospace & Defense
NYSE:CAVA,CAVA,Consumer Services,NYSE,Restaurants
NYSE:U,U,Technology Services,NYSE,Packaged Software
NASDAQ:NXT,NXT,Electronic Technology,NASDAQ,Electronic Equipment/Instruments
NYSE:FLUT,FLUT,Consumer Services,NYSE,Casinos/Gaming
NASDAQ:APLD,APLD,Technology Services,NASDAQ,Data Processing Services
NYSE:GIS,GIS,Consumer Non-Durables,NYSE,Food: Major Diversified
NYSE:NRG,NRG,Utilities,NYSE,Electric Utilities
NYSE:KVUE,KVUE,Consumer Non-Durables,NYSE,Household/Personal Care
NYSE:EMR,EMR,Electronic Technology,NYSE,Electronic Equipment/Instruments
NYSE:RCL,RCL,Consumer Services,NYSE,Hotels/Resorts/Cruise lines
NYSE:EL,EL,Consumer Non-Durables,NYSE,Household/Personal Care
NASDAQ:CELH,CELH,Consumer Non-Durables,NASDAQ,Beverages: Non-Alcoholic
NASDAQ:SNDK,SNDK,Electronic Technology,NASDAQ,Computer Peripherals
NASDAQ:QUBT,QUBT,Technology Services,NASDAQ,Information Technology Services
NYSE:NSC,NSC,Transportation,NYSE,Railroads
NYSE:FDX,FDX,Transportation,NYSE,Air Freight/Couriers
NYSE:URI,URI,Finance,NYSE,Finance/Rental/Leasing
NASDAQ:MPWR,MPWR,Electronic Technology,NASDAQ,Semiconductors
NYSE:AZO,AZO,Retail Trade,NYSE,Specialty Stores
NYSE:KMI,KMI,Industrial Services,NYSE,Oil & Gas Pipelines
NASDAQ:PTC,PTC,Technology Services,NASDAQ,Packaged Software
NYSE:ED,ED,Utilities,NYSE,Electric Utilities
NYSE:CB,CB,Finance,NYSE,Property/Casualty Insurance
NYSE:TRV,TRV,Finance,NYSE,Specialty Insurance
NASDAQ:ADP,ADP,Technology Services,NASDAQ,Packaged Software
NYSE:NUE,NUE,Non-Energy Minerals,NYSE,Steel
NYSE:WMB,WMB,Industrial Services,NYSE,Oil & Gas Pipelines
NYSE:AEM,AEM,Non-Energy Minerals,NYSE,Precious Metals
NYSE:TT,TT,Producer Manufacturing,NYSE,Industrial Machinery
NYSE:CHWY,CHWY,Retail Trade,NYSE,Internet Retail
NYSE:FN,FN,Electronic Technology,NYSE,Semiconductors
NASDAQ:MDLZ,MDLZ,Consumer Non-Durables,NASDAQ,Food: Specialty/Candy
NASDAQ:ALNY,ALNY,Health Technology,NASDAQ,Pharmaceuticals: Major
AMEX:PMNT,PMNT,Retail Trade,AMEX,Apparel/Footwear Retail
NASDAQ:TIVC,TIVC,Health Technology,NASDAQ,Medical Specialties
NASDAQ:UPST,UPST,Finance,NASDAQ,Finance/Rental/Leasing
NYSE:BDX,BDX,Health Technology,NYSE,Medical Specialties
NASDAQ:NEGG,NEGG,Retail Trade,NASDAQ,Internet Retail
NYSE:USB,USB,Finance,NYSE,Regional Banks
NYSE:AON,AON,Finance,NYSE,Insurance Brokers/Services
NASDAQ:MRNA,MRNA,Health Technology,NASDAQ,Biotechnology
NYSE:CL,CL,Consumer Non-Durables,NYSE,Household/Personal Care
NYSE:CAH,CAH,Distribution Services,NYSE,Medical Distributors
NYSE:BK,BK,Finance,NYSE,Investment Banks/Brokers
NASDAQ:ON,ON,Electronic Technology,NASDAQ,Semiconductors
NASDAQ:EXPE,EXPE,Consumer Services,NASDAQ,Other Consumer Services
NYSE:EOG,EOG,Energy Minerals,NYSE,Integrated Oil
NYSE:CRH,CRH,Non-Energy Minerals,NYSE,Construction Materials
NYSE:W,W,Retail Trade,NYSE,Specialty Stores
NYSE:GM,GM,Consumer Durables,NYSE,Motor Vehicles
NASDAQ:TNXP,TNXP,Health Technology,NASDAQ,Pharmaceuticals: Major
NYSE:ELF,ELF,Consumer Non-Durables,NYSE,Household/Personal Care
NASDAQ:TTWO,TTWO,Technology Services,NASDAQ,Packaged Software
NASDAQ:MAR,MAR,Consumer Services,NASDAQ,Hotels/Resorts/Cruise lines
NYSE:FICO,FICO,Commercial Services,NYSE,Financial Publishing/Services
NASDAQ:ORLY,ORLY,Retail Trade,NASDAQ,Specialty Stores
NASDAQ:MNDY,MNDY,Technology Services,NASDAQ,Packaged Software
NYSE:PINS,PINS,Technology Services,NYSE,Internet Software/Services
NYSE:YUM,YUM,Consumer Services,NYSE,Restaurants
NYSE:NOC,NOC,Electronic Technology,NYSE,Aerospace & Defense
NASDAQ:ONDS,ONDS,Electronic Technology,NASDAQ,Telecommunications Equipment
NASDAQ:ASTS,ASTS,Communications,NASDAQ,Specialty Telecommunications
NYSE:ECL,ECL,Process Industries,NYSE,Chemicals: Specialty
NYSE:ACHR,ACHR,Electronic Technology,NYSE,Aerospace & Defense
NYSE:RKT,RKT,Finance,NYSE,Finance/Rental/Leasing
NASDAQ:WDC,WDC,Electronic Technology,NASDAQ,Computer Peripherals
NASDAQ:GTLB,GTLB,Technology Services,NASDAQ,Packaged Software
NYSE:FIS,FIS,Technology Services,NYSE,Packaged Software
NYSE:NCLH,NCLH,Consumer Services,NYSE,Hotels/Resorts/Cruise lines
NYSE:FOUR,FOUR,Commercial Services,NYSE,Miscellaneous Commercial Services
NYSE:PHM,PHM,Consumer Durables,NYSE,Homebuilding
NASDAQ:FLEX,FLEX,Electronic Technology,NASDAQ,Electronic Production Equipment
NYSE:MOH,MOH,Health Services,NYSE,Managed Health Care
NYSE:LUV,LUV,Transportation,NYSE,Airlines
NYSE:KR,KR,Retail Trade,NYSE,Food Retail
NYSE:AJG,AJG,Finance,NYSE,Insurance Brokers/Services
NASDAQ:ETSY,ETSY,Retail Trade,NASDAQ,Internet Retail
NASDAQ:RCAT,RCAT,Technology Services,NASDAQ,Packaged Software
NYSE:B,B,Non-Energy Minerals,NYSE,Precious Metals
NYSE:SRE,SRE,Utilities,NYSE,Gas Distributors
NASDAQ:CRSP,CRSP,Health Technology,NASDAQ,Biotechnology
NYSE:FIX,FIX,Industrial Services,NYSE,Engineering & Construction
NYSE:RL,RL,Consumer Non-Durables,NYSE,Apparel/Footwear
NYSE:FTV,FTV,Electronic Technology,NYSE,Electronic Equipment/Instruments
NASDAQ:ROP,ROP,Technology Services,NASDAQ,Packaged Software
NYSE:JBL,JBL,Producer Manufacturing,NYSE,Industrial Machinery
NASDAQ:TRI,TRI,Technology Services,NASDAQ,Internet Software/Services
NASDAQ:POOL,POOL,Distribution Services,NASDAQ,Wholesale Distributors
NASDAQ:TER,TER,Electronic Technology,NASDAQ,Electronic Production Equipment
NYSE:DOW,DOW,Process Industries,NYSE,Chemicals: Specialty
NASDAQ:SLM,SLM,Finance,NASDAQ,Finance/Rental/Leasing
NASDAQ:CTAS,CTAS,Consumer Services,NASDAQ,Other Consumer Services
NYSE:OKE,OKE,Industrial Services,NYSE,Oil & Gas Pipelines
NYSE:ET,ET,Industrial Services,NYSE,Oil & Gas Pipelines
NYSE:AME,AME,Producer Manufacturing,NYSE,Electrical Products
NYSE:CLF,CLF,Non-Energy Minerals,NYSE,Steel
NYSE:MPC,MPC,Energy Minerals,NYSE,Oil Refining/Marketing
NYSE:DECK,DECK,Consumer Non-Durables,NYSE,Apparel/Footwear
NASDAQ:PAYX,PAYX,Technology Services,NASDAQ,Data Processing Services
NASDAQ:BKR,BKR,Industrial Services,NASDAQ,Contract Drilling
NASDAQ:SRPT,SRPT,Health Technology,NASDAQ,Pharmaceuticals: Major
NASDAQ:EXC,EXC,Utilities,NASDAQ,Electric Utilities
NASDAQ:AEP,AEP,Utilities,NASDAQ,Electric Utilities
NASDAQ:CFLT,CFLT,Technology Services,NASDAQ,Packaged Software
NYSE:LNG,LNG,Industrial Services,NYSE,Oil & Gas Pipelines
NYSE:CCJ,CCJ,Non-Energy Minerals,NYSE,Other Metals/Minerals
NASDAQ:ACGL,ACGL,Finance,NASDAQ,Multi-Line Insurance
NYSE:DG,DG,Retail Trade,NYSE,Discount Stores
NYSE:VLO,VLO,Energy Minerals,NYSE,Oil Refining/Marketing
NYSE:ZETA,ZETA,Technology Services,NYSE,Packaged Software
NYSE:BRO,BRO,Finance,NYSE,Insurance Brokers/Services
NASDAQ:CDW,CDW,Technology Services,NASDAQ,Information Technology Services
NASDAQ:FCNCA,FCNCA,Finance,NASDAQ,Regional Banks
AMEX:EQX,EQX,Non-Energy Minerals,AMEX,Precious Metals
NYSE:VMC,VMC,Non-Energy Minerals,NYSE,Construction Materials
NYSE:GD,GD,Electronic Technology,NYSE,Aerospace & Defense
NASDAQ:CPRT,CPRT,Retail Trade,NASDAQ,Specialty Stores
NYSE:LYV,LYV,Consumer Services,NYSE,Movies/Entertainment
NASDAQ:IDXX,IDXX,Health Technology,NASDAQ,Medical Specialties
NYSE:TOL,TOL,Consumer Durables,NYSE,Homebuilding
NASDAQ:ODFL,ODFL,Transportation,NASDAQ,Trucking
NASDAQ:CART,CART,Transportation,NASDAQ,Air Freight/Couriers
NYSE:ALB,ALB,Process Industries,NYSE,Chemicals: Specialty
NASDAQ:TLN,TLN,Utilities,NASDAQ,Alternative Power Generation
